team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
Los Angeles Chargers,Austin Ekeler,14,39,2.8,0,8
Los Angeles Chargers,Joshua Kelley,4,22,5.5,0,8
Los Angeles Chargers,Sony Michel,4,13,3.3,0,7
Los Angeles Chargers,Justin Herbert,2,1,0.5,0,2
Kansas City Chiefs,Clyde Edwards-Helaire,8,74,9.3,0,52
Kansas City Chiefs,Jerick McKinnon,4,12,3.0,0,5
Kansas City Chiefs,Michael Burton,1,6,6.0,0,6
Kansas City Chiefs,Isiah Pacheco,2,6,3.0,0,6
Kansas City Chiefs,Patrick Mahomes,2,-1,-0.5,0,0
Kansas City Chiefs,Mecole Hardman,1,-4,-4.0,0,-4
New York Jets,Breece Hall,7,50,7.1,0,23
New York Jets,Michael Carter,7,23,3.3,0,8
New York Jets,Braxton Berrios,2,22,11.0,0,19
New York Jets,Joe Flacco,2,6,3.0,0,7
New York Jets,Garrett Wilson,1,-2,-2.0,0,-2
New York Jets,Elijah Moore,1,-6,-6.0,0,-6
Cleveland Browns,Nick Chubb,17,87,5.1,3,22
Cleveland Browns,Kareem Hunt,13,58,4.5,0,13
Cleveland Browns,Jacoby Brissett,6,43,7.2,0,21
Cleveland Browns,Demetric Felton Jr.,1,-4,-4.0,0,-4
Washington Commanders,Antonio Gibson,14,28,2.0,1,8
Washington Commanders,Carson Wentz,2,23,11.5,0,18
Washington Commanders,Curtis Samuel,1,21,21.0,0,21
Washington Commanders,J.D. McKissic,3,9,3.0,0,4
Washington Commanders,Terry McLaurin,1,7,7.0,0,7
Detroit Lions,Amon-Ra St. Brown,2,68,34.0,0,58
Detroit Lions,D'Andre Swift,5,56,11.2,0,50
Detroit Lions,Jamaal Williams,12,53,4.4,0,12
Detroit Lions,Craig Reynolds,3,16,5.3,0,11
Detroit Lions,Jared Goff,2,-2,-1.0,0,-1
Tampa Bay Buccaneers,Leonard Fournette,24,65,2.7,0,13
Tampa Bay Buccaneers,Scott Miller,1,8,8.0,0,8
Tampa Bay Buccaneers,Rachaad White,2,1,0.5,0,2
Tampa Bay Buccaneers,Tom Brady,3,-2,-0.7,0,0
New Orleans Saints,Mark Ingram II,10,58,5.8,0,12
New Orleans Saints,Dwayne Washington,4,18,4.5,0,8
New Orleans Saints,Taysom Hill,3,14,4.7,0,13
New Orleans Saints,Tony Jones Jr.,2,8,4.0,0,6
New Orleans Saints,Jameis Winston,1,2,2.0,0,2
Carolina Panthers,Christian McCaffrey,15,102,6.8,0,49
Carolina Panthers,Baker Mayfield,6,35,5.8,0,17
Carolina Panthers,D'Onta Foreman,2,9,4.5,0,7
New York Giants,Saquon Barkley,21,72,3.4,0,16
New York Giants,Daniel Jones,10,21,2.1,0,11
New York Giants,Gary Brightwell,1,14,14.0,0,14
New York Giants,Matt Breida,1,-4,-4.0,0,-4
New England Patriots,Damien Harris,15,71,4.7,1,16
New England Patriots,Rhamondre Stevenson,9,47,5.2,0,8
New England Patriots,Mac Jones,7,6,0.9,0,5
Pittsburgh Steelers,Najee Harris,15,49,3.3,0,8
Pittsburgh Steelers,Gunner Olszewski,1,18,18.0,0,18
Pittsburgh Steelers,Jaylen Warren,4,15,3.8,0,6
Pittsburgh Steelers,Mitch Trubisky,1,7,7.0,0,7
Pittsburgh Steelers,Derek Watt,1,2,2.0,0,2
Indianapolis Colts,Jonathan Taylor,9,54,6.0,0,21
Indianapolis Colts,Ashton Dulin,1,3,3.0,0,3
Indianapolis Colts,Nyheim Hines,1,0,0.0,0,0
Indianapolis Colts,Deon Jackson,2,-3,-1.5,0,1
Jacksonville Jaguars,James Robinson,23,64,2.8,1,37
Jacksonville Jaguars,Travis Etienne Jr.,9,20,2.2,0,6
Jacksonville Jaguars,Trevor Lawrence,3,11,3.7,0,8
Jacksonville Jaguars,Jamal Agnew,2,1,0.5,0,2
Miami Dolphins,Raheem Mostert,11,51,4.6,0,11
Miami Dolphins,Chase Edmonds,5,33,6.6,0,28
Miami Dolphins,Alec Ingold,1,1,1.0,0,1
Miami Dolphins,Tua Tagovailoa,1,1,1.0,0,1
Baltimore Ravens,Lamar Jackson,9,119,13.2,1,79
Baltimore Ravens,Justice Hill,3,16,5.3,0,13
Baltimore Ravens,Kenyan Drake,6,8,1.3,0,6
Baltimore Ravens,Patrick Ricard,1,5,5.0,0,5
Baltimore Ravens,Mike Davis,5,4,0.8,0,3
Baltimore Ravens,Mark Andrews,1,3,3.0,0,3
Atlanta Falcons,Cordarrelle Patterson,10,41,4.1,0,11
Atlanta Falcons,Tyler Allgeier,10,30,3.0,0,9
Atlanta Falcons,Marcus Mariota,6,16,2.7,0,10
Atlanta Falcons,Caleb Huntley,1,3,3.0,0,3
Los Angeles Rams,Darrell Henderson Jr.,10,47,4.7,1,13
Los Angeles Rams,Cam Akers,15,44,2.9,0,8
Los Angeles Rams,Brandon Powell,1,-26,-26.0,0,-26
Seattle Seahawks,Rashaad Penny,6,15,2.5,0,6
Seattle Seahawks,Kenneth Walker III,4,10,2.5,0,8
Seattle Seahawks,Travis Homer,2,9,4.5,0,5
Seattle Seahawks,Geno Smith,2,2,1.0,0,3
San Francisco 49ers,Jeff Wilson Jr.,18,84,4.7,0,16
San Francisco 49ers,Deebo Samuel,4,53,13.3,0,51
San Francisco 49ers,Tyrion Davis-Price,14,33,2.4,0,20
San Francisco 49ers,Trey Lance,3,13,4.3,0,7
San Francisco 49ers,Jimmy Garoppolo,4,5,1.3,1,3
San Francisco 49ers,Kyle Juszczyk,2,1,0.5,1,1
Cincinnati Bengals,Joe Mixon,19,57,3.0,0,10
Cincinnati Bengals,Joe Burrow,4,26,6.5,0,12
Cincinnati Bengals,Ja'Marr Chase,1,4,4.0,0,4
Cincinnati Bengals,Samaje Perine,1,2,2.0,0,2
Dallas Cowboys,Ezekiel Elliott,15,53,3.5,0,11
Dallas Cowboys,Tony Pollard,9,43,4.8,1,17
Dallas Cowboys,CeeDee Lamb,1,6,6.0,0,6
Dallas Cowboys,KaVontae Turpin,1,3,3.0,0,3
Dallas Cowboys,Cooper Rush,1,2,2.0,0,2
Houston Texans,Dameon Pierce,15,69,4.6,0,12
Houston Texans,Jeff Driskel,1,10,10.0,0,10
Houston Texans,Davis Mills,2,1,0.5,0,2
Denver Broncos,Javonte Williams,15,75,5.0,0,17
Denver Broncos,Melvin Gordon III,10,47,4.7,0,9
Denver Broncos,Montrell Washington,1,19,19.0,0,19
Denver Broncos,Courtland Sutton,1,5,5.0,0,5
Denver Broncos,Russell Wilson,2,3,1.5,0,4
Denver Broncos,Jerry Jeudy,1,1,1.0,0,1
Denver Broncos,Andrew Beck,1,-1,-1.0,0,-1
Arizona Cardinals,Darrel Williams,8,59,7.4,1,30
Arizona Cardinals,Eno Benjamin,8,31,3.9,0,7
Arizona Cardinals,Kyler Murray,5,28,5.6,1,10
Arizona Cardinals,James Conner,7,25,3.6,0,6
Las Vegas Raiders,Josh Jacobs,19,69,3.6,0,13
Las Vegas Raiders,Derek Carr,1,9,9.0,0,9
Las Vegas Raiders,Zamir White,1,2,2.0,0,2
Chicago Bears,David Montgomery,15,122,8.1,0,28
Chicago Bears,Khalil Herbert,4,38,9.5,0,27
Chicago Bears,Justin Fields,8,20,2.5,1,7
Green Bay Packers,Aaron Jones,15,132,8.8,1,36
Green Bay Packers,AJ Dillon,18,61,3.4,0,11
Green Bay Packers,Aaron Rodgers,5,10,2.0,0,7
Tennessee Titans,Hassan Haskins,9,37,4.1,0,9
Tennessee Titans,Derrick Henry,13,25,1.9,1,9
Tennessee Titans,Malik Willis,4,16,4.0,0,8
Tennessee Titans,Ryan Tannehill,1,2,2.0,0,2
Buffalo Bills,James Cook,11,53,4.8,0,33
Buffalo Bills,Devin Singletary,6,19,3.2,0,16
Buffalo Bills,Zack Moss,3,17,5.7,0,17
Buffalo Bills,Josh Allen,1,10,10.0,0,10
Buffalo Bills,Case Keenum,3,2,0.7,0,4
Minnesota Vikings,Kirk Cousins,2,20,10.0,0,13
Minnesota Vikings,Jalen Reagor,1,17,17.0,0,17
Minnesota Vikings,Dalvin Cook,6,17,2.8,0,6
Minnesota Vikings,Alexander Mattison,2,8,4.0,0,5
Philadelphia Eagles,Miles Sanders,17,80,4.7,0,12
Philadelphia Eagles,Jalen Hurts,11,57,5.2,2,26
Philadelphia Eagles,Boston Scott,4,19,4.8,0,16
Philadelphia Eagles,Kenneth Gainwell,2,7,3.5,0,4
